"Vectorz"	"SVD"	false	14
2	25
422329.0242359275	"null"
429706.9892470529	"null"
429563.4639459033	"null"
437498.94762045343	"null"
445714.175325368	"null"
410206.8258155374	"null"
435224.603739031	"null"
414794.7866446298	"null"
430558.845936752	"null"
433154.52631733305	"null"
424708.65558759	"null"
432019.46391440957	"null"
499844.26326557406	"null"
452532.84430039645	"null"
427738.9688063802	"null"
421163.85309901164	"null"
494511.12899107375	"null"
413687.3073502397	"null"
614659.4484144176	"null"
430529.2131216237	"null"
422655.2870013992	"null"
441485.8883282565	"null"
434694.49220704316	"null"
434258.6846987541	"null"
446175.4995624125	"null"
3	-1
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
