"Vectorz"	"Solve m>n"	false	14
2	25
618236.5671321849	"null"
627154.1192434487	"null"
627654.212002255	"null"
626321.6850925119	"null"
625154.2712110336	"null"
618789.7932395246	"null"
620866.2639147633	"null"
622518.0421941578	"null"
623208.5636155057	"null"
623305.5983746496	"null"
614546.8687349195	"null"
621296.5911679083	"null"
622210.0963913798	"null"
621790.7588778947	"null"
616601.5004910263	"null"
620549.3631288939	"null"
623444.3923389198	"null"
619279.0092077807	"null"
624610.5003394875	"null"
623880.8687110334	"null"
614418.166437217	"null"
621147.87215569	"null"
614533.0606404244	"null"
620001.5452553158	"null"
620631.0308035817	"null"
3	-1
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
