"Vectorz"	"Invert b=inv(a)"	false	14
2	25
5.206882748101573E7	"null"
5.2928950027811185E7	"null"
5.787168617069975E7	"null"
5.802437901468579E7	"null"
5.403486621213896E7	"null"
5.381826162173003E7	"null"
5.320361240971722E7	"null"
5.765599177441553E7	"null"
5.9082694537106045E7	"null"
5.888199616782193E7	"null"
5.758019422800178E7	"null"
5.798333506705404E7	"null"
5.890773660548033E7	"null"
5.876313578955303E7	"null"
5.8963825157377996E7	"null"
5.894517928059546E7	"null"
5.885587035662989E7	"null"
5.886163698807257E7	"null"
5.900076248930497E7	"null"
5.655721828741539E7	"null"
5.955749705436493E7	"null"
5.951201517654797E7	"null"
5.982563840007535E7	"null"
5.954753182402203E7	"null"
5.974586594991514E7	"null"
3	-1
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
