"Vectorz"	"Mult c=a*b"	false	14
2	25
6871641.830638805	"null"
6883213.075818	"null"
6857708.534640685	"null"
6859994.506016	"null"
6877368.311173651	"null"
6888536.181023147	"null"
6873003.393774427	"null"
6881982.936196663	"null"
6869476.113502032	"null"
6864697.444460349	"null"
6795205.360677377	"null"
6860780.295786497	"null"
6852721.135819783	"null"
6856533.2961556865	"null"
6804867.431796359	"null"
6879700.736393496	"null"
6890709.406705192	"null"
6899227.508142039	"null"
6568853.807708772	"null"
6869842.889068165	"null"
6799085.001702024	"null"
6874229.9352792995	"null"
6888223.083078194	"null"
6865546.882816968	"null"
6866337.146035858	"null"
3	-1
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
