"Vectorz"	"Transpose Square: b=a^T"	false	14
2	25
6.6796682607533224E7	"null"
6.624223907803709E7	"null"
6.6410401494042896E7	"null"
6.622970237905076E7	"null"
6.769873938265306E7	"null"
6.671823659312939E7	"null"
6.680703011308006E7	"null"
6.624250941584617E7	"null"
6.667785377470003E7	"null"
6.6989532087251045E7	"null"
6.706647596595262E7	"null"
6.67096936572412E7	"null"
6.667742490462599E7	"null"
6.809350295768611E7	"null"
6.539120424783175E7	"null"
6.792918714409648E7	"null"
6.631426810254728E7	"null"
6.6685450420100026E7	"null"
6.685737503055992E7	"null"
6.6883559243523784E7	"null"
6.72437954375915E7	"null"
6.644213651818993E7	"null"
6.634568229644364E7	"null"
6.5124251596188694E7	"null"
6.694985045450381E7	"null"
3	20
6.710909924895018E7	"null"
6.668482069595084E7	"null"
6.824965928913076E7	"null"
6.6981779054759026E7	"null"
6.72053516679503E7	"null"
6.436244839499799E7	"null"
6.707669571085015E7	"null"
6.628771017546064E7	"null"
6.68577544795915E7	"null"
6.826796462378491E7	"null"
6.809046527430245E7	"null"
6.721744292167932E7	"null"
6.684211326000861E7	"null"
6.705386404934074E7	"null"
6.6908828585840344E7	"null"
6.740152456275225E7	"null"
6.6583852804005116E7	"null"
6.623138208022314E7	"null"
6.5924353063558266E7	"null"
6.615141588536312E7	"null"
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
