"Vectorz"	"Solve m=n"	false	14
2	25
1710146.9766422338	"null"
1620846.0820585897	"null"
1617396.4671039123	"null"
1623128.4830397933	"null"
1726487.0062354314	"null"
1610602.677547619	"null"
1629608.1090184548	"null"
1736536.423792747	"null"
1619541.8231776333	"null"
1615443.6061092706	"null"
1690541.1391589092	"null"
1606693.7930097792	"null"
1704214.945687546	"null"
1708122.9090694138	"null"
1703141.3920436315	"null"
1695910.4048057355	"null"
1709767.274359094	"null"
1624633.2518479126	"null"
1620274.031419472	"null"
1602240.679741538	"null"
1633844.6989392396	"null"
1753705.6535873653	"null"
1762263.4570947278	"null"
1661693.6932448018	"null"
1722264.4356245494	"null"
3	25
1252218.183870594	"null"
1221374.8119004339	"null"
1220054.0730762158	"null"
1252317.7148911804	"null"
1272019.1229130412	"null"
1254053.9529838962	"null"
1266582.3473590256	"null"
1268289.5243671124	"null"
1265048.0998253855	"null"
1262002.3073535336	"null"
1302356.611917624	"null"
1261950.7167624068	"null"
1269348.7050165636	"null"
1263916.0597662325	"null"
1269166.9378753367	"null"
1253121.6423840579	"null"
1267343.9837725437	"null"
1244582.5108311812	"null"
1265595.341909743	"null"
1262706.4759761267	"null"
1235426.677595849	"null"
1200840.191848195	"null"
1192656.0243619792	"null"
1217441.9101542435	"null"
1191230.187628642	"null"
4	-1
5	-1
10	-1
20	-1
50	-1
100	-1
200	-1
500	-1
1000	-1
2000	-1
5000	-1
10000	-1
